华为吧电影之1,#genre#
动作片-一命,https://m3u.nikanba.live/share/e3f90c8530c5422fa491d15c4596b98d.m3u8
动作片-艾利之书,https://m3u.nikanba.live/share/8638fd6b5b024fd29c656b4385547bfa.m3u8
动作片-焦土作战,https://m3u.nikanba.live/share/aa7975d96ce5465baf236318091d101e.m3u8
动作片-杀人合约,https://m3u.nikanba.live/share/462cbc903ba74b72910d601e24a4d646.m3u8
动作片-终极斗士,https://m3u.nikanba.live/share/d8be4a9abaaf4fd29d73101949dac3fc.m3u8
动作片-侠捕,https://m3u.nikanba.live/share/9615709f2f564dd893f159a76339fd8d.m3u8
动作片-代号猛虎行动,https://m3u.nikanba.live/share/09736ebe9d664c98ba19fb747570e3e5.m3u8
动作片-朝韩梦之队,https://m3u.nikanba.live/share/6cc0504f0ee04efe853f68c8e4edb358.m3u8
动作片-魔术技法,https://m3u.nikanba.live/share/29d568749f17405b8477bb91ff7fe326.m3u8
动作片-终极斗士2,https://m3u.nikanba.live/share/12664cb58df345089778b6701b815ff3.m3u8
动作片-倚天屠龙记之魔教教主,https://m3u.nikanba.live/share/042a848c5b37476da118fc1582285d4d.m3u8
动作片-匿名杀手,https://m3u.nikanba.live/share/685901fa064744e58f6ed91024c46599.m3u8
动作片-浪客剑心：传说的完结篇,https://m3u.nikanba.live/share/9f3ab8fdaecb4f9bbd59c9dadf12bb37.m3u8
动作片-热血街区电影版3：终极任务,https://m3u.nikanba.live/share/4fef70b8971a49598b69103f9754b588.m3u8
动作片-超级强盗,https://m3u.nikanba.live/share/fb7f929544164e388744e4477c79be03.m3u8
动作片-最后的警察 电影版,https://m3u.nikanba.live/share/c62993d795e541d580813fdce7e7d77f.m3u8
动作片-猛虎还活着,https://m3u.nikanba.live/share/4041414b371a4301922920384d2121ca.m3u8
动作片-超能暴力对决,https://m3u.nikanba.live/share/5e7626dbb57a468fb55fe3e39c422ea0.m3u8
动作片-镖行天下之桃花劫,https://m3u.nikanba.live/share/e7ffe90561b0487eb9aceb1d345556b0.m3u8
动作片-镖行天下之瞒天过海,https://m3u.nikanba.live/share/9bf54c55823a4842a5f800100738bc75.m3u8
动作片-镖行天下之风云际会,https://m3u.nikanba.live/share/23f5131fdc1740d387e43648a0d2ae79.m3u8
动作片-镖行天下之牡丹阁,https://m3u.nikanba.live/share/f22e133c590a4f118aadb60a8995d124.m3u8
动作片-镖行天下之走单骑,https://m3u.nikanba.live/share/735e023bde3545e5a7596811f88dc61b.m3u8
动作片-镖行天下之天下镖局,https://m3u.nikanba.live/share/00532d49c2b549fda2c0edad2fad5cae.m3u8
动作片-封神外传之雷震子,https://m3u.nikanba.live/share/67416206829c4e8a81049d8fc9769ea4.m3u8
动作片-末世人间道,https://m3u.nikanba.live/share/40fd937cb8354ee8a4ec773feb5e89f0.m3u8
动作片-逃出熔炉,https://m3u.nikanba.live/share/ff3bee663a30434d974ad4591e845493.m3u8
动作片-寻求正义,https://m3u.nikanba.live/share/1e9f5d72b266479d934d1722bc6bf3e9.m3u8
动作片-亚人 真人版,https://m3u.nikanba.live/share/6a84482b84494eb7b5e33566ae1cecbe.m3u8
动作片-超速驾驶,https://m3u.nikanba.live/share/b08160614efb4ada9185431c76b7e7ec.m3u8
动作片-别有动机,https://m3u.nikanba.live/share/907af317cef143f59a24a9a52cc7c6e5.m3u8
动作片-热血街区电影版2：天空尽头,https://m3u.nikanba.live/share/4fecd5a2b5eb44d6a4b373f1333683b6.m3u8
动作片-女黑手党,https://m3u.nikanba.live/share/92ada90962e6400097aa0a188ee8ee8e.m3u8
动作片-蓝烟火,https://m3u.nikanba.live/share/01c81d4d46a242b39461d5a1ce40e39d.m3u8
动作片-超感猎杀：完结特别篇,https://m3u.nikanba.live/share/c58485e7979949539e57eb0bfd9d8745.m3u8
动作片-伸冤人,https://m3u.nikanba.live/share/018442bc3d524c598d58754fa66faef2.m3u8
动作片-朝鲜美女三剑客,https://m3u.nikanba.live/share/bd55baee187849598e9284410c73d306.m3u8
动作片-决战紫禁之巅,https://m3u.nikanba.live/share/3b4f3da200cc41718ddddfa5e3a359c9.m3u8
动作片-反恐特警组：火速救援,https://m3u.nikanba.live/share/47d4d1aaf78f49eca7d961ee580a8646.m3u8
动作片-行动代号：三色旗,https://m3u.nikanba.live/share/425eb35816f340e58099cda356f90610.m3u8
动作片-罪恶围城,https://m3u.nikanba.live/share/c847608ad28e4cf098289ec74ee66ae9.m3u8
动作片-达蒙的复仇,https://m3u.nikanba.live/share/9091331860d84fe4b74dd9e14d2c61b8.m3u8
动作片-海军陆战队员2,https://m3u.nikanba.live/share/0f1507ff64234b4dadf348c2f809af45.m3u8
动作片-附身厄运,https://m3u.nikanba.live/share/bba6698640eb4e46b3ee29c877e2d971.m3u8
动作片-格斗之王,https://m3u.nikanba.live/share/17a9c78a6b6d4e8d87582b365009d9f2.m3u8
动作片-卡姆依外传,https://m3u.nikanba.live/share/ae4a211f5586494f86d0a68fec121550.m3u8
动作片-武侠七公主,https://m3u.nikanba.live/share/d46ce37bb38a4a96a8b5556592f09427.m3u8
动作片-潜龙轰天3：野兽之腹,https://m3u.nikanba.live/share/169cafbceb9140d5bd60a7dc92121660.m3u8
动作片-摩托教父,https://m3u.nikanba.live/share/6183fe1e65b64223bed5fa0870210096.m3u8
动作片-被迫杀人,https://m3u.nikanba.live/share/a70c973c37604f23972c91880f9fa5a7.m3u8
动作片-查理必死,https://m3u.nikanba.live/share/305ca0e5868d4c6aaec10f7a187a0af7.m3u8
动作片-惩戒者,https://m3u.nikanba.live/share/42b0256b937749ee93dedb25fdae81db.m3u8
动作片-赏金杀手,https://m3u.nikanba.live/share/bc460d4909d6417fb13eae0cdf646506.m3u8
动作片-斩尽杀绝,https://m3u.nikanba.live/share/0d5b064aaf584946848b22b6bc1424f8.m3u8
动作片-骆驼客,https://m3u.nikanba.live/share/cd1a07b659954c7796d7b6c1e64aa791.m3u8
动作片-弗兰肯斯坦的军队,https://m3u.nikanba.live/share/76093e6fcc5e48aab70fc517a12d221f.m3u8
动作片-太极侠,https://m3u.nikanba.live/share/35ee9d8333b84f63b94a4f4a2b84fc24.m3u8
动作片-夺命煞星宝莱坞之国王归来,https://m3u.nikanba.live/share/62b34bc58fbd4d45ab3a988aa94cb5b4.m3u8
动作片-柏林,https://m3u.nikanba.live/share/a4c13b32656a45048cb717755f0ab080.m3u8
动作片-瓦塞浦黑帮(上),https://m3u.nikanba.live/share/749d57fa473e49ac8d20798426615742.m3u8
动作片-刺客俱乐部,https://m3u.nikanba.live/share/2213cb5bc1bf45ed9dd475e07b2045e5.m3u8
动作片-死亡飞车3：地狱烈焰,https://m3u.nikanba.live/share/62b7f4d2b36c4d65a896e3dd4093d4d7.m3u8
动作片-硬汉团,https://m3u.nikanba.live/share/58dc58a571514433a949512c67d930b7.m3u8
动作片-天命英雄,https://m3u.nikanba.live/share/6d8b5bdcf7164b8f9f3254e5e506ba78.m3u8
动作片-007：大破天幕杀机,https://m3u.nikanba.live/share/8ae278d04752434997cd7751995ce3f9.m3u8
动作片-汉城大劫案,https://m3u.nikanba.live/share/87037945e1444e8fa0a223cf65f6b285.m3u8
动作片-甲洞,https://m3u.nikanba.live/share/b88b90295f314274a1f22ed06d3233e9.m3u8
动作片-火线反攻,https://m3u.nikanba.live/share/2708d7cad73040f59828027ec8075df0.m3u8
动作片-扭曲的规则,https://m3u.nikanba.live/share/1c676fbce18444de93e81b330a6aa15c.m3u8
动作片-GO小姐,https://m3u.nikanba.live/share/4b0d4cfb98914d44ac925d638fc895c1.m3u8
动作片-生死格斗,https://m3u.nikanba.live/share/17a60c1830f8488d9cf9d1e9718093e8.m3u8
动作片-伊拉克恶狼谷,https://m3u.nikanba.live/share/6ae6e1ff126644a29d17c92c7cc16a7c.m3u8
动作片-侠盗之簪花乱,https://m3u.nikanba.live/share/015a89ea525647acbd49a0ad2af0c620.m3u8
动作片-肉体创伤,https://m3u.nikanba.live/share/8b98ead1eb334798a58c2c0002b56188.m3u8
动作片-幽灵行动阿尔法,https://m3u.nikanba.live/share/fdad17bf74ba41c99fca6a341a25fe85.m3u8
动作片-防火墙,https://m3u.nikanba.live/share/532feaf985d34f629656cf4621942ccf.m3u8
动作片-第七阶,https://m3u.nikanba.live/share/14cf24008ea34bb4acedf119c636a18b.m3u8
动作片-送信者,https://m3u.nikanba.live/share/338dc872aaef4699ab879f4e2be01a64.m3u8
动作片-图书馆员：圣杯的诅咒,https://m3u.nikanba.live/share/871c3a1ac1364520b7e9b74b9b1864cb.m3u8
动作片-月色狰狞,https://m3u.nikanba.live/share/d55b496d566d40318c9d75ef9e6affd2.m3u8
动作片-勇者行动,https://m3u.nikanba.live/share/a706cfc91f1142bda6fafd7d5dcbefa9.m3u8
动作片-领跑人,https://m3u.nikanba.live/share/37fd512bf5414227b0f281dc3d98a90c.m3u8
动作片-黑白道,https://m3u.nikanba.live/share/5c5bc3e3914a4ad09e79965f02279cdb.m3u8
动作片-地狱醒龙,https://m3u.nikanba.live/share/db2120f8bfe54682ad01363471031e1d.m3u8
动作片-母夜叉孙二娘,https://m3u.nikanba.live/share/b0438228d67d404ebd5bcb8f76baa31e.m3u8
动作片-突击中央银行,https://m3u.nikanba.live/share/991f214edeee4ace9c36ca2bec16b103.m3u8
动作片-黑荆棘,https://m3u.nikanba.live/share/555330667df043349c5b1eb7dfd63698.m3u8
动作片-绿芥刑警,https://m3u.nikanba.live/share/3255125a7a464147b1d4d60b2498064c.m3u8
动作片-恶魔的替身,https://m3u.nikanba.live/share/3e9c529c9ac049ab80d3ddd2f5a34e6a.m3u8
动作片-龙门镇,https://m3u.nikanba.live/share/5eb623c043e5494cb009e6f6ddaae71a.m3u8
动作片-转轮手枪,https://m3u.nikanba.live/share/bcf847a7aff349b882a847f45b9c710b.m3u8
动作片-牙狼：红色安魂曲,https://m3u.nikanba.live/share/2da4d5f5656e4acba939bb08a5f67c14.m3u8
动作片-无名的恋歌,https://m3u.nikanba.live/share/69cefa078e87423f9e6b5776a5e50492.m3u8
动作片-莫斯科大事件,https://m3u.nikanba.live/share/f13ad85ca256413ab216df84c5cc11fb.m3u8
动作片-旭日之家,https://m3u.nikanba.live/share/62a8edf432af4ff7bdcd07c9b72a65fe.m3u8
动作片-丛林奇兵,https://m3u.nikanba.live/share/9e873b07067342899fe29bb4c9f1f1b3.m3u8
动作片-二流警探,https://m3u.nikanba.live/share/bfb73ad98525439c8f0bd54cc531d64d.m3u8
动作片-的士飚花,https://m3u.nikanba.live/share/eae4056751f44368aca18e892f86fdcb.m3u8
动作片-暗杀名单,https://m3u.nikanba.live/share/f08f976a372a4c20829864a4bf341e04.m3u8
动作片-持枪流浪汉,https://m3u.nikanba.live/share/8db77553bd6e4632bbf51524fddefce7.m3u8
动作片-驯龙战,https://m3u.nikanba.live/share/a6b87b08e4224b68b4cae0b19bf60899.m3u8
动作片-致命伴旅,https://m3u.nikanba.live/share/ec63aef713e54113ad4487a5179f64e9.m3u8
动作片-李小龙我的兄弟,https://m3u.nikanba.live/share/6878163bfeb3457c81c8146f5336fce7.m3u8
动作片-传奇与蝴蝶,https://m3u.nikanba.live/share/cc747e9157134fd48cc7042f152a644a.m3u8
动作片-死亡飞车2,https://m3u.nikanba.live/share/4600c19959c94e2fab3f3c74bb7ba8e7.m3u8
动作片-最后的圣殿骑士,https://m3u.nikanba.live/share/9dc8fe3bf7404bae8a80b248e33a444c.m3u8
动作片-群星会,https://m3u.nikanba.live/share/12634263504347d08f35ca6f663eb5cd.m3u8
动作片-解决士,https://m3u.nikanba.live/share/5caec4fdd1634c7499de3aba189ced94.m3u8
动作片-天罡星下凡,https://m3u.nikanba.live/share/7d77ef6e1a5747238a9ed353de325538.m3u8
动作片-班纳路,https://m3u.nikanba.live/share/987ef126ed3a442ea6e30e21e5987b07.m3u8
动作片-绝色狂花之龙迹神宫,https://m3u.nikanba.live/share/4dc9b71410a049c281fb96a404dbfb6e.m3u8
动作片-布鲁克林警察,https://m3u.nikanba.live/share/f5359e381cd7475599bb166055e6ec2b.m3u8
动作片-出云之月,https://m3u.nikanba.live/share/358391b8a04a42c996a46af0de2fe7fa.m3u8
动作片-少女杀手阿墨2,https://m3u.nikanba.live/share/c6a61dd55e854edeb46bcb18c5cab3c1.m3u8
动作片-义兄弟,https://m3u.nikanba.live/share/ecb86b947e38499d8a0277c0d7e129fe.m3u8
动作片-深海危机,https://m3u.nikanba.live/share/301bb83fe2594d7e904165710ec5e88b.m3u8
动作片-赤胆豪情,https://m3u.nikanba.live/share/d057b6a7bf4c48b7a462e4f657343dd1.m3u8
动作片-轰天奇兵,https://m3u.nikanba.live/share/cfd0ccd3529047d782729fcb63f4ca06.m3u8
动作片-决战死亡线,https://m3u.nikanba.live/share/2e7e1487a3774b5eb6d99f5a125472ff.m3u8
动作片-不归路,https://m3u.nikanba.live/share/8f6c71f1661c4d268a7ef5ebd753206b.m3u8
动作片-黑色炸药,https://m3u.nikanba.live/share/a4ed6f50b76b47ce81f03021136df836.m3u8
动作片-空中杀阵,https://m3u.nikanba.live/share/e6ab9000486d49f3b734a06baa31982e.m3u8
动作片-侦探马龙,https://m3u.nikanba.live/share/15ba3d3b8a4845bfa04571dd46e7cf30.m3u8
动作片-激战运钞车,https://m3u.nikanba.live/share/36a00eb0c9284c908ce893de2b550c0d.m3u8
动作片-特工强档,https://m3u.nikanba.live/share/6ba82d9e36eb499ba03f414ff1f001f4.m3u8
动作片-斯巴达人,https://m3u.nikanba.live/share/53cbce262c684575afb14483dcbac855.m3u8
动作片-拳力以赴,https://m3u.nikanba.live/share/e7a419c46f7b49e8b3655b8ec523a2cc.m3u8
动作片-边境大逃亡,https://m3u.nikanba.live/share/a55963f8e0854ac09ddefb748de25f04.m3u8
动作片-圣战骑士,https://m3u.nikanba.live/share/31c4d5a0f1ef4ce08d549c6e94de9e7c.m3u8
动作片-五十活死人,https://m3u.nikanba.live/share/f33f13b3169a45bc822c7c3d585f30a4.m3u8
动作片-谍海计中计,https://m3u.nikanba.live/share/12c7629f618745f1acfcf544d4b018e4.m3u8
动作片-地狱骑士,https://m3u.nikanba.live/share/b0f5a134723249f1823ae9a0891779a0.m3u8
动作片-天空上尉与明日世界,https://m3u.nikanba.live/share/7dc6bbbc0f50463f8624952cd044c1d5.m3u8
动作片-昆仑境,https://m3u.nikanba.live/share/b79259c949a64077b68604b54a4d5b9d.m3u8
动作片-王牌大贱谍,https://m3u.nikanba.live/share/990e0830073541768b39a5fa499f4290.m3u8
动作片-愤怒的警官,https://m3u.nikanba.live/share/54dd1a19df3545c9864ad512d6230917.m3u8
动作片-四十七浪人之刃,https://m3u.nikanba.live/share/4fc6b8f2496b403b95f3c0fcb2b3a0e8.m3u8
动作片-英雄主义2,https://m3u.nikanba.live/share/31f548d916704677b821cd85370c43c2.m3u8
动作片-即时死亡,https://m3u.nikanba.live/share/eb259345c0674ce2b28aa7defab9bca3.m3u8
动作片-特种兵王之原子核爆,https://m3u.nikanba.live/share/a40f1f02619f4c418499528a8f64c4ee.m3u8
动作片-无双重威胁,https://m3u.nikanba.live/share/0e286f2af96d4c99ad78d1da0cf873e1.m3u8
动作片-圣斗士星矢 真人版,https://m3u.nikanba.live/share/8ad2d1aabb4943f0a97fd89c1cd223d2.m3u8
动作片-上海夜行2危险游戏,https://m3u.nikanba.live/share/f3aad1bc83d6427bb47589b2e46cded5.m3u8
动作片-机器也疯狂,https://m3u.nikanba.live/share/7d02fbe639f74739a46eabb50077da61.m3u8
动作片-骑警,https://m3u.nikanba.live/share/7be8b52d18b24864a16b3d8785529a5b.m3u8
动作片-枪神再起,https://m3u.nikanba.live/share/b9343ececf1d4a10b86e6d771c6d3c7d.m3u8
动作片-遮天：禁区,https://m3u.nikanba.live/share/d1022fa7f4ff4d11a032ea232506cadd.m3u8
动作片-断卡风暴,https://m3u.nikanba.live/share/102c0a31f4334b7e8b24d96dd4a5520b.m3u8
动作片-三个火枪手：达达尼昂,https://m3u.nikanba.live/share/e40e640de1df4bb9903d56283141260f.m3u8
动作片-金牌保镖,https://m3u.nikanba.live/share/dc488e5800424e32beceddc5216c13dd.m3u8
动作片-秃鹰的巢穴,https://m3u.nikanba.live/share/44b83fbd24b949309903963f70197fdb.m3u8
动作片-罗布泊幽陵,https://m3u.nikanba.live/share/c7f0e97358eb4e51a0fb19f91c24242b.m3u8
动作片-天坑寻龙,https://m3u.nikanba.live/share/0eaf839af50c48b8b1bb62c1ff6dcf4c.m3u8
动作片-蓝甲虫,https://m3u.nikanba.live/share/502bb70606eb4fe6a571ebb66d080bfd.m3u8
动作片-封神第一部：朝歌风云,https://m3u.nikanba.live/share/894d6be8381846308807c88788bb8774.m3u8
动作片-碟中谍7：致命清算（上）,https://m3u.nikanba.live/share/1c087584263c40679282f8f211c73e91.m3u8
动作片-曼谷风云,https://m3u.nikanba.live/share/3938637a445f4422a72dbd111fd1a467.m3u8
动作片-我不好惹2：贝琪之怒,https://m3u.nikanba.live/share/b75ffba911284c3689f692ad976fdcb9.m3u8
动作片-敢死队4：最终章,https://m3u.nikanba.live/share/93bb3010ef1045f6934a8d3187174957.m3u8
动作片-次元大介,https://m3u.nikanba.live/share/2a2cfc44e31240618e17aa9b52a2beb3.m3u8
动作片-萨扬: 干旱之路,https://m3u.nikanba.live/share/9c1c6a27f69f44a2ad07b4ca15c3e37b.m3u8
动作片-反击少女,https://m3u.nikanba.live/share/fd9f453fb37b4168bbe474f98979777c.m3u8
动作片-护国密探,https://m3u.nikanba.live/share/f58507b75df644aaaad3105cc5953268.m3u8
动作片-疾速反击,https://m3u.nikanba.live/share/45cacc14334b47259b39a405b9af409d.m3u8
动作片-暴民之地,https://m3u.nikanba.live/share/ce2e6f46c837432f8e9ec4fa51c5d46e.m3u8
动作片-绝望之路,https://m3u.nikanba.live/share/838c5011a8be424d805a02a8635969f8.m3u8
动作片-弹片,https://m3u.nikanba.live/share/46ef3bdc9ff7412e90d8730c2b018dc1.m3u8
动作片-林冲之风雪山神庙,https://m3u.nikanba.live/share/5fc34d556f0943dfbc6e00fa430d1ea3.m3u8
动作片-雷霆扫毒,https://m3u.nikanba.live/share/4a173853db644218a88ebbda51abf717.m3u8
动作片-黑金古殿,https://m3u.nikanba.live/share/8bbb997036b443828e0794fa4f6c9e00.m3u8
动作片-冰雪大围捕,https://m3u.nikanba.live/share/711c3ae1bf0d4ce49215b019ded93263.m3u8
动作片-封神雷震子,https://m3u.nikanba.live/share/542d7b46a1494d198b498c6163ff8885.m3u8
动作片-王牌杀姬,https://m3u.nikanba.live/share/0f205459dc414aeda6ff4d0696150147.m3u8
动作片-静夜厮杀,https://m3u.nikanba.live/share/6df2b35af9574406acbc4ff9bd6036df.m3u8
动作片-大冒险王之金丝玉盘,https://m3u.nikanba.live/share/21d1188d37a147908aa76071c625e6f9.m3u8
动作片-上海滩之猛龙闯金关,https://m3u.nikanba.live/share/66e483a90faa4cf6a667e48bf9364fb9.m3u8
动作片-极速搏杀,https://m3u.nikanba.live/share/0afdb12973864835b4c1794130285b3c.m3u8
动作片-热恋中的他,https://m3u.nikanba.live/share/7c2d6d10d08b40dfb11b801376adb523.m3u8
动作片-牡丹令,https://m3u.nikanba.live/share/ba1e99712daf47f193315a70254ede31.m3u8
动作片-极速阻击,https://m3u.nikanba.live/share/dcea384808a94c7a9c002c729b04468d.m3u8
动作片-十三太保之风云再起,https://m3u.nikanba.live/share/e644f3b3724f4410aade2fea4b3d88e6.m3u8
动作片-扫黑行动之黄金,https://m3u.nikanba.live/share/90248e1c097d4ee4ac577ad9cbbef26a.m3u8
动作片-孤胆,https://m3u.nikanba.live/share/21932157928e4cbab7cf1cffe9a96301.m3u8
动作片-破毒行动,https://m3u.nikanba.live/share/eec0c381cc3b4680a7de25c41812195f.m3u8
动作片-空军一号坠落,https://m3u.nikanba.live/share/77d03776d014471d856c2a691e2a8aef.m3u8
动作片-猎者之心,https://m3u.nikanba.live/share/30d422ce59184a90bc5e55f5d9c0b833.m3u8
动作片-迷雾刺杀,https://m3u.nikanba.live/share/81e8d8df6a1b4eed9ff64ec5766301ca.m3u8
动作片-猎毒风云,https://m3u.nikanba.live/share/92aa083cadb1441a873e5b6af1b4a730.m3u8
动作片-谢瑶环传奇之西天胜境,https://m3u.nikanba.live/share/bd273d8dbe4046d3acd91423b49e7317.m3u8
动作片-维和防暴队,https://m3u.nikanba.live/share/001935d3f33a46bbb6a9ea6ea56ddb42.m3u8
动作片-血悬棺,https://m3u.nikanba.live/share/7c8d4347dafe478684e82f5ce99c408b.m3u8
动作片-借命人,https://m3u.nikanba.live/share/174af18a7ae54a4ab948e747074266c5.m3u8
动作片-变体,https://m3u.nikanba.live/share/d361c415b1c3466eb3431b1b8dc1862f.m3u8
动作片-风速极战,https://m3u.nikanba.live/share/f9dbf9bdf0ba45fe95dbdb1c688a98a9.m3u8
动作片-绝地狙击,https://m3u.nikanba.live/share/8ab90bdf76854e518f07d8801db2b795.m3u8
动作片-灭世男孩,https://m3u.nikanba.live/share/9012a16d2fd44d54b328eed18eb491ba.m3u8
动作片-绝杀招式,https://m3u.nikanba.live/share/1bddfcfdc7ac45e887cc4e56b45302da.m3u8
动作片-过量,https://m3u.nikanba.live/share/612826ea2f1c4b42807d5c4563fdea38.m3u8
动作片-合理怀疑,https://m3u.nikanba.live/share/154b130a71b54affbd032d2ce0517cef.m3u8
动作片-夜叉,https://m3u.nikanba.live/share/476ad1e725fa4e7ea5c0145847ca309f.m3u8
动作片-危险证据,https://m3u.nikanba.live/share/c37c3df6390841ceb8973eba62a946a3.m3u8
动作片-赌神2(粤),https://m3u.nikanba.live/share/caafa665ab96411a9dd924676484db7b.m3u8
动作片-赌神2(国),https://m3u.nikanba.live/share/d90e1e61b32c4151a4d8f637e5a170a5.m3u8
动作片-锦衣卫之炼火记,https://m3u.nikanba.live/share/11e9990d67c44cd59b872de6e0cac6f7.m3u8
动作片-复仇杀神,https://m3u.nikanba.live/share/7f83b3d6af29480f8aa63fd90af91d8b.m3u8
动作片-铁三角(粤),https://m3u.nikanba.live/share/222bcfaa7a75437688a9bf579d734479.m3u8
动作片-红右手,https://m3u.nikanba.live/share/95d583a89f1549b0b2f951080dbce643.m3u8
动作片-杀手之王(粤),https://m3u.nikanba.live/share/64675329f1f048999ed0d7e5d9f02007.m3u8
动作片-关云长(粤),https://m3u.nikanba.live/share/fb7307fe085d490d8cf389a548a72189.m3u8
动作片-古惑仔12-少年激斗篇,https://m3u.nikanba.live/share/b450823edb234f4f805674544703d390.m3u8
动作片-幻影,https://m3u.nikanba.live/share/736a9535a67b4dba93eb9cd93d225259.m3u8
动作片-玩命速递4,https://m3u.nikanba.live/share/c68e583de5fa422dad53a938f24460da.m3u8
动作片-机动部队之警例,https://m3u.nikanba.live/share/c4d8e24a599749f6b3c3d30c71c68691.m3u8
动作片-灭门(粤),https://m3u.nikanba.live/share/b5d5a89230af49259dab80fd0ea76e6d.m3u8
动作片-奇异博士2：疯狂多元宇宙(枪版慎入),https://m3u.nikanba.live/share/18d6cebb8b184153a243685a72e6b248.m3u8
动作片-特殊保镖3,https://m3u.nikanba.live/share/79432db557ec475ca1fdf10b68d80597.m3u8
动作片-宝贝,https://m3u.nikanba.live/share/6ccdb569988f471693f990bed2415757.m3u8
动作片-杀戮都市,https://m3u.nikanba.live/share/25772a0be9a74e9489b4f59b512dfef2.m3u8
动作片-黑社会（国）,https://m3u.nikanba.live/share/833b15380ee4460980d0efe2eb35cc2a.m3u8
动作片-国土防线,https://m3u.nikanba.live/share/0b3e9b9bf34543ac94ed2f6e7ae153a1.m3u8
动作片-敢死队4：最终章【抢鲜版】,https://m3u.nikanba.live/share/3da2ff20c7b84607ac6fa656dd4d90bb.m3u8
动作片-弯刀杀戮(枪版慎入),https://m3u.nikanba.live/share/5a55770c4c974469a6842d04272e67c0.m3u8
动作片-代号47,https://m3u.nikanba.live/share/cc5d4982b3704843b9947a122a0f975e.m3u8
动作片-红色天空,https://m3u.nikanba.live/share/c16536088c7340849849c8ba2e3f22ae.m3u8
动作片-托卡列夫,https://m3u.nikanba.live/share/4480ff51af39435b91a85b0a37102401.m3u8
动作片-边缘行者(国),https://m3u.nikanba.live/share/d3d56592d3194fcd9986ca03b3c314f6.m3u8
动作片-铁拳2,https://m3u.nikanba.live/share/2086a2eb800d4068964c6bbadce16cff.m3u8
动作片-机械危情,https://m3u.nikanba.live/share/30a0b338a994481f9f59f53385430bd7.m3u8
动作片-红·粉,https://m3u.nikanba.live/share/ff09a953a121416fa867cfd02506fcfd.m3u8
动作片-007：大战皇家赌场,https://m3u.nikanba.live/share/e78158a766604e4aab843a7b369843ee.m3u8
动作片-三岔口,https://m3u.nikanba.live/share/c49f863bade648e2b25732a55e379bc5.m3u8
动作片-卧虎藏龙,https://m3u.nikanba.live/share/44b4bb0c83b8468da6932e30aabb3a78.m3u8
动作片-偷天换日,https://m3u.nikanba.live/share/f053211ef2a9410e85fc6b4bedf60afc.m3u8
动作片-绝色神偷,https://m3u.nikanba.live/share/da3b37d110be4206b07cebef183c9e7b.m3u8
动作片-惊天核网,https://m3u.nikanba.live/share/01264549dc324228a622c0bd73cc0d42.m3u8
动作片-精武家庭,https://m3u.nikanba.live/share/fe6110f189c64154aa0c52153ef1b32a.m3u8
动作片-神偷次世代,https://m3u.nikanba.live/share/3285c49962654d6197cdc92e0308076a.m3u8
动作片-兵临城下之决战要塞,https://m3u.nikanba.live/share/db681ef691c342cdab75408b6736bac9.m3u8
动作片-大武生,https://m3u.nikanba.live/share/19158c7b933640eabde89e4c455f634b.m3u8
动作片-三个火枪手,https://m3u.nikanba.live/share/ffe07edff991426191fb666b9a501392.m3u8
动作片-猎豹行动,https://m3u.nikanba.live/share/0ee32eae2b6d4b5889e1fda661e29a2d.m3u8
动作片-极速天使,https://m3u.nikanba.live/share/09fa3b724dd042c685c4e923083ce573.m3u8
动作片-双城计中计,https://m3u.nikanba.live/share/b24f6fc05e604eb5a24c4786626b0097.m3u8
动作片-倭寇的踪迹,https://m3u.nikanba.live/share/0b125714cc2a46bd83f126a9063cc08c.m3u8
动作片-夺命追踪,https://m3u.nikanba.live/share/475a2589cea4410eb5866c034139a892.m3u8
动作片-藏身之所,https://m3u.nikanba.live/share/1c3ff8b3b80f45579915bbd769854615.m3u8
动作片-痞子英雄之全面开战,https://m3u.nikanba.live/share/599299fae70a42339e182f0d8a3314ee.m3u8
动作片-大武当之天地密码,https://m3u.nikanba.live/share/679db3626b4f427689367ee7e18b4dcf.m3u8
动作片-突袭,https://m3u.nikanba.live/share/83d650b44912456bbf9f25557fbfffa4.m3u8
动作片-劫案迷云,https://m3u.nikanba.live/share/d6bfcd0b0eb64422971585805563771b.m3u8
动作片-太极1：从零开始,https://m3u.nikanba.live/share/4e87fbfddc0a4c368b7ace232766645a.m3u8
动作片-亚历克斯·克洛斯,https://m3u.nikanba.live/share/c7aa56adde904d5b97bda6f74ab75319.m3u8
动作片-背水一战,https://m3u.nikanba.live/share/77e260da498e4a40ab6dc1af94b2cca5.m3u8
动作片-一场风花雪月的事,https://m3u.nikanba.live/share/72b285ad55924e00a17278bbc18c6f0c.m3u8
动作片-碟中谍4,https://m3u.nikanba.live/share/290a645d96354df183a3b069c37c321c.m3u8
动作片-行动代号：黑衣人,https://m3u.nikanba.live/share/917bc2def07c450e8bf4304fd1121832.m3u8
动作片-网球王子,https://m3u.nikanba.live/share/a1a3a9067f544f71b7c4e0d02193b16a.m3u8
动作片-破茧之王者归来,https://m3u.nikanba.live/share/4bdcf630832a46369a33c402b37a6ff9.m3u8
动作片-魔鬼任务1997,https://m3u.nikanba.live/share/eacb700d03814edf8a9a9976719890ed.m3u8
动作片-大侵袭,https://m3u.nikanba.live/share/6c02a5a606a6499da26abd992ef45c81.m3u8
